Frame;ms on GPU;ConstantBuffersTime;SceneDepthPrePass;SceneShadows;
89;29.6566;9.6e-05;15.1751;13.3486;
90;29.186;9.6e-05;14.9444;13.1521;
91;33.5755;9.6e-05;16.735;15.5974;
92;30.643;0.000128;15.8028;14.0441;
93;30.8351;0.000128;15.5458;14.2683;
94;31.1684;9.6e-05;15.386;14.6105;
95;29.2435;0.000128;14.7031;13.3516;
96;29.8996;9.6e-05;15.3265;13.8975;
97;32.6908;9.6e-05;16.2228;15.2477;
98;30.8283;0.000128;15.7663;13.9329;
99;28.1425;9.6e-05;14.1949;12.885;
100;30.7397;0.000128;15.3456;13.8348;
101;29.8905;0.000128;15.7269;13.1544;
102;30.004;0.000128;15.3446;13.4561;
103;32.9861;0.000128;16.4735;15.5581;
104;30.542;9.6e-05;15.6121;14.0792;
105;30.5203;9.6e-05;15.6586;13.9155;
106;30.5992;9.6e-05;15.9458;13.5033;
107;30.9058;9.6e-05;16.0211;13.6867;
108;31.147;9.6e-05;15.2416;14.5408;
109;31.49;0.000128;16.2194;14.5302;
110;29.1395;9.6e-05;14.6131;13.3607;
111;30.7428;9.6e-05;15.7477;13.9892;
112;28.7588;9.6e-05;15.3574;12.5284;
113;29.8164;9.6e-05;16.6975;11.9229;
114;29.5305;9.6e-05;15.4666;12.967;
115;30.9208;0.000128;15.5763;14.0381;
116;30.5239;0.000128;16.0981;13.6578;
117;30.1639;0.000128;15.4029;14.1635;
118;29.9673;0.000128;15.2548;14.1447;
119;30.1738;9.6e-05;15.2214;13.7739;
120;30.417;0.000128;15.3522;13.7923;
121;30.0797;0.000128;15.0661;13.9428;
122;30.4823;0.000128;15.9324;13.4361;
123;28.9747;9.6e-05;14.1524;13.5708;
124;29.5764;0.000128;14.6745;13.8225;
125;30.0321;0.000128;15.1549;13.8937;
126;31.0443;0.000128;15.888;14.1121;
127;29.0727;9.6e-05;14.9419;13.2971;
128;33.1338;0.000128;17.0509;14.9405;
129;28.1951;9.6e-05;13.6927;13.3229;
130;30.2273;0.000128;14.7353;14.298;
131;30.0754;0.000128;15.2607;13.3601;
132;27.94;0.000128;14.217;12.6211;
133;29.8286;9.6e-05;15.2103;13.2753;
134;33.1643;0.000128;17.5323;14.9394;
135;31.0998;0.000128;15.6787;14.0105;
136;30.4677;9.6e-05;15.6546;13.6462;
137;30.5922;9.6e-05;15.4056;14.4536;
138;31.5743;0.000128;15.7828;14.5207;
139;30.5452;0.000128;15.3325;14.1207;
140;30.2417;9.6e-05;15.9105;13.4429;
141;30.6144;0.000128;15.6004;13.8729;
142;31.7791;0.000128;18.722;12.0789;
143;30.5141;0.000128;15.9611;13.4528;
144;30.9372;9.6e-05;16.0063;13.3484;
145;28.1257;0.000128;14.5031;12.5565;
146;31.9807;0.000128;16.2484;14.8386;
147;30.4622;0.000128;15.3414;14.7455;
148;30.3566;9.6e-05;15.1793;14.2406;
149;30.7139;0.000128;15.8816;13.5908;
150;30.6456;0.000128;15.6729;13.8532;
151;30.8669;0.000128;15.3276;14.4492;
152;31.9814;9.6e-05;15.6944;15.016;
153;33.2717;0.000128;16.7757;15.015;
154;29.6881;0.000128;15.6846;12.9712;
155;29.4987;9.6e-05;15.1809;13.362;
156;28.8178;0.000128;14.7756;12.9699;
157;29.9411;0.000128;15.6326;13.0418;
158;31.4588;9.6e-05;15.4399;14.9743;
159;34.0685;0.000128;18.971;14.2976;
160;30.8581;3.2e-05;15.5597;13.9467;
161;30.9705;0;15.4428;14.3402;
162;30.322;0;15.3004;14.2827;
163;31.1771;3.2e-05;15.7451;14.1921;
164;30.8047;0;15.0212;14.7355;
165;28.0603;3.2e-05;14.676;12.4923;
166;29.3555;3.2e-05;15.9266;12.3788;
167;29.0588;3.2e-05;15.3156;12.5625;
168;29.976;0;14.4674;14.6214;
169;30.342;0;16.3439;12.5684;
170;30.5281;3.2e-05;15.3439;14.5004;
171;30.5731;3.2e-05;15.581;13.7657;
172;31.0738;0;15.5388;13.9464;
173;30.068;3.2e-05;15.6402;13.4353;
174;30.3776;0;15.2699;13.6209;
175;29.9319;3.2e-05;15.3236;13.8286;
176;30.0186;0;15.0618;14.2723;
177;31.1231;0;15.986;13.9614;
178;30.3365;3.2e-05;15.4958;13.9147;
179;29.8429;0;15.0433;13.6216;
180;29.4949;0;14.473;13.5855;
181;29.7004;0;14.6032;13.9191;
182;29.5122;0;15.9085;12.5253;
183;30.9359;0;16.4007;13.4442;
184;29.8452;3.2e-05;15.5779;13.6206;
185;29.5058;0;14.9027;13.8452;
186;30.4323;0;15.272;13.9644;
187;30.4911;3.2e-05;15.3254;13.9151;
188;30.392;3.2e-05;15.7417;13.4684;
189;33.5428;0;17.6341;15.1119;
190;31.0575;0;15.6587;14.6278;
191;31.1253;3.2e-05;15.4832;14.3642;
192;30.1537;0;14.9269;14.0538;
193;28.0287;0;14.3811;12.466;
194;29.8874;0;15.0212;13.2631;
195;29.9819;3.2e-05;15.5789;13.2906;
196;30.98;3.2e-05;16.2286;13.742;
197;31.1324;0;15.7961;14.8408;
198;30.9947;0;15.9049;14.4649;
199;30.6169;0;15.2574;14.4183;
200;30.0224;0;15.3309;13.8452;
201;43.8736;0;28.8739;14.1796;
202;30.3714;0;15.3813;13.992;
203;30.36;3.2e-05;15.9091;13.6678;
204;30.6628;0;15.5631;14.068;
205;30.0774;0;15.7368;13.5675;
206;30.5174;0;15.1353;14.0965;
207;33.1821;0;16.7858;15.3364;
208;29.6125;0;14.7804;13.671;
209;28.8862;3.2e-05;15.3258;12.4828;
210;28.7102;0;14.7728;12.6779;
211;27.8393;0;14.2247;12.4714;
212;30.2712;0;15.3177;13.6604;
213;30.7505;3.2e-05;16.5517;13.5253;
214;29.1589;0;15.3149;12.5989;
215;30.116;0;15.3284;13.8657;
216;31.0313;0;15.5371;14.1197;
217;29.9841;0;15.2262;13.9591;
218;30.6441;0;15.5529;13.6459;
219;31.0023;0;15.9083;14.2889;
220;29.9481;0;14.8976;13.7674;
221;31.1098;3.2e-05;15.4322;14.403;
222;31.5584;0;15.3115;14.783;
223;30.5248;3.2e-05;14.9034;14.5218;
224;30.6686;0;15.364;14.1324;
225;31.8002;0;15.5394;14.5505;
226;30.932;0;15.98;14.0995;
227;30.5531;0;15.8843;13.939;
228;31.2779;0;16.2509;13.8467;
229;29.9782;0;15.1555;14.466;
230;30.1549;3.2e-05;15.0652;14.1571;
231;29.5844;0;14.8803;13.6226;
232;32.1747;3.2e-05;17.1386;14.3024;
233;28.0565;3.2e-05;14.21;12.653;
234;30.3306;0;15.5314;13.5933;
235;30.0311;3.2e-05;15.366;13.7537;
236;30.0471;0;15.2135;13.8694;
237;30.6668;3.2e-05;15.5717;14.3007;
238;32.0878;0;16.6152;14.0535;
239;30.2195;3.2e-05;14.9805;14.1399;
240;30.3821;0;15.4113;13.4137;
241;27.8362;0;14.2762;12.7736;
242;28.1241;0;14.0401;13.0097;
243;27.4799;0;13.9229;12.8816;
244;31.8802;3.2e-05;16.7971;13.9411;
245;29.3599;3.2e-05;15.3619;12.7334;
246;29.0454;3.2e-05;14.856;13.1436;
247;30.4742;3.2e-05;15.7996;13.8622;
248;29.9353;0;15.8696;13.2918;
249;30.4071;0;15.3469;14.1604;
250;33.5324;0;15.8027;16.2805;
251;30.9148;3.2e-05;15.4897;14.2333;
252;29.9764;0;15.0926;14.0175;
253;31.2072;0;15.44;14.2602;
254;30.4919;0;15.682;13.6481;
255;31.4761;0;15.7917;14.5196;
256;30.9235;0;14.9782;14.6364;
257;31.2555;0;17.0989;13.4787;
258;30.5397;0;15.3643;14.1737;
259;38.6757;0;26.486;12.0103;
260;30.4678;0;15.3388;14.3627;
261;31;0;15.5627;14.0942;
262;32.1277;0;16.8411;14.0696;
263;28.6219;3.2e-05;14.7473;12.6068;
264;30.0376;3.2e-05;16.0079;13.3155;
265;27.7748;0;14.8561;12.2197;
266;29.9579;0;15.586;13.4344;
267;30.086;0;15.5589;13.3272;
268;32.0057;3.2e-05;15.7427;15.5734;
269;30.9012;0;15.9119;14.0138;
270;30.4736;0;15.6609;14.0025;
271;30.5764;0;15.7675;13.7058;
272;30.1202;0;15.1861;13.9492;
273;31.4885;3.2e-05;16.3219;13.8442;
274;30.7249;0;15.4204;14.1762;
275;31.5742;0;16.1605;14.174;
276;30.6422;0;15.1783;14.0586;
277;27.6502;0;14.1448;12.5922;
278;29.3372;0;14.676;13.8979;
279;29.932;3.2e-05;15.2537;13.4982;
280;30.4595;0;16.0207;13.4942;
281;30.8603;0;16.1397;13.763;
282;30.6275;0;15.4389;13.9761;
283;30.4735;3.2e-05;15.1197;14.5165;
284;30.3063;0;15.6123;13.9333;
285;30.6848;0;15.4336;13.765;
286;30.6648;3.2e-05;15.8367;13.9412;
287;31.1324;3.2e-05;15.5197;14.8374;
288;38.5695;0;15.7385;21.6204;
289;30.066;0;15.1529;13.2301;
290;29.9836;0;15.1611;14.1383;
291;28.7837;0;15.1503;13.1111;
292;29.9816;0;15.3716;13.726;
293;31.145;0;17.0705;13.2212;
294;30.0164;0;15.4695;13.5409;
295;30.4113;3.2e-05;15.3169;13.8316;
296;30.5896;3.2e-05;15.5913;13.7804;
297;29.9911;0;15.2004;14.131;
298;29.1158;3.2e-05;15.159;13.2439;
299;31.9908;0;16.2916;14.5043;
300;30.5213;0;15.0824;14.0347;
301;27.9112;0;13.8291;13.3063;
302;29.9594;0;14.7516;14.3441;
303;30.1096;0;15.8502;13.3232;
304;29.5816;0;15.3918;13.3978;
305;32.4793;0;16.2206;15.145;
306;30.9424;0;15.1247;14.7692;
307;31.1359;0;15.8737;14.1006;
308;30.6311;0;15.6462;13.8049;
309;30.0406;3.2e-05;15.9135;12.8877;
310;30.4281;3.2e-05;15.536;14.1228;
311;32.0465;0;16.0203;15.005;
312;30.751;3.2e-05;15.938;13.62;
313;29.3227;0;15.3094;13.1716;
314;29.7557;0;15.2437;13.3119;
315;29.3071;0;15.4404;13.1482;
316;29.3338;3.2e-05;16.0334;12.3712;
317;30.0085;3.2e-05;16.2816;12.5376;
318;31.1428;3.2e-05;16.9365;13.5442;
319;31.0986;3.2e-05;15.4688;14.7205;
320;31.1286;0;15.4396;14.6639;
321;30.794;3.2e-05;15.3647;14.1724;
322;30.8191;3.2e-05;15.6882;13.9559;
323;31.5822;0;15.6743;14.829;
324;31.3981;0;16.4675;14.0708;
325;30.0901;3.2e-05;14.7865;14.3708;
326;29.8476;3.2e-05;15.2495;13.5232;
327;29.8982;3.2e-05;15.2649;13.3591;
328;29.7345;3.2e-05;15.1718;13.4655;
329;28.5118;3.2e-05;13.9334;13.593;
330;32.2748;3.2e-05;16.9263;13.8243;
331;30.9062;0;15.6854;14.0381;
332;31.0876;0;15.8651;13.9818;
333;31.1;0;15.3764;14.4902;
334;30.3868;0;15.2986;14.4107;
335;30.5391;0;16.4185;13.3161;
336;30.3878;0;15.9078;13.6432;
337;29.8113;0;15.1238;13.4355;
338;30.1665;3.2e-05;15.8479;13.2831;
339;30.1142;3.2e-05;15.1612;13.8935;
340;31.1558;0;15.3584;14.4418;
341;30.8938;3.2e-05;15.7054;13.7376;
342;27.9581;0;14.5958;12.5858;
343;27.6639;0;14.1844;12.4608;
344;30.0094;3.2e-05;15.6671;13.164;
345;29.3711;3.2e-05;14.8034;13.6019;
346;28.829;3.2e-05;15.1279;12.9349;
347;30.9152;3.2e-05;15.1579;14.8581;
348;32.0607;0;17.3518;14.3585;
349;30.2882;0;15.1458;14.399;
350;30.6094;0;15.6702;13.7657;
351;30.5063;0;15.4167;13.9088;
352;29.5888;3.2e-05;15.2813;13.4059;
353;30.8795;0;15.2841;14.4044;
354;32.0406;0;16.1364;14.6533;
355;31.1469;0;15.3779;14.5008;
356;29.4213;0;14.6029;13.9431;
357;29.3731;0;15.5379;13.112;
358;28.3689;3.2e-05;14.3099;12.8751;
359;30.0156;3.2e-05;15.3243;13.841;
360;29.9249;3.2e-05;15.6131;13.4122;
361;30.5329;0;16.0358;13.6824;
362;30.5734;0;15.5316;14.0668;
363;30.4069;0;15.7382;14.247;
364;30.2132;0;15.0365;14.3242;
365;30.768;0;15.6495;13.9331;
366;31.5418;0;16.6994;13.8046;
367;31.1805;0;16.3351;13.5886;
368;31.3933;0;15.6608;14.5772;
369;30.9247;0;15.6924;14.0892;
370;30.2439;0;14.865;14.1971;
371;30.9041;0;15.5231;14.1321;
372;32.9681;0;16.1979;15.193;
373;30.4087;0;15.4533;14.0116;
374;31.0548;0;15.9204;14.0188;
375;30.6834;0;15.6733;13.8355;
376;29.028;3.2e-05;14.2518;13.519;
377;42.1492;0;28.0487;13.6552;
378;31.6958;0;16.6812;14.3471;
379;30.6215;0;15.1566;14.4578;
380;29.1386;0;14.7853;13.4007;
381;30.0901;0;15.3319;13.7852;
382;31.2233;3.2e-05;15.7375;14.2445;
383;30.9569;3.2e-05;16.0804;13.7515;
384;29.9665;0;15.943;13.1692;
385;30.9803;0;15.3747;14.4483;
386;29.9692;0;15.5086;13.3823;
387;30.305;0;15.1325;13.9742;
388;28.9887;0;14.9645;13.0053;
389;28.8797;0;15.2504;12.5678;
390;31.4979;3.2e-05;16.9745;13.3544;
391;30.5249;0;15.7323;14.0178;
392;29.5498;0;15.6088;13.4336;
393;31.526;0;15.8553;14.529;
394;30.5364;3.2e-05;15.4324;14.3328;
395;30.1023;3.2e-05;15.177;14.0902;
396;32.0911;3.2e-05;16.1394;14.8871;
397;31.5733;0;16.0628;14.0406;
398;30.2694;0;15.5562;13.8468;
399;30.1409;0;14.8724;14.0969;
400;28.4376;0;14.0269;12.8868;
401;29.9709;3.2e-05;15.1808;13.7926;
402;29.7872;0;15.5817;13.2378;
403;27.8609;0;14.1673;12.7032;
404;29.0939;0;14.8338;13.0805;
405;30.0269;0;15.361;13.1143;
406;30.0661;0;15.3305;13.3044;
407;30.0104;0;15.3755;13.3755;
408;35.1471;3.2e-05;17.326;16.8097;
409;30.1011;0;15.3218;13.9015;
410;29.9342;3.2e-05;15.0959;13.7627;
411;28.8617;0;14.6156;13.0242;
412;30.5239;0;15.7776;13.8834;
413;29.61;3.2e-05;15.7034;13.1279;
414;32.1516;0;16.4056;14.8937;
415;30.4446;0;15.2296;14.0414;
416;29.9637;3.2e-05;14.864;13.8586;
417;29.6973;0;15.4377;13.025;
418;27.7073;0;13.884;12.8404;
419;30.547;3.2e-05;14.8676;14.2076;
420;30.9811;0;16.1204;14.1026;
421;31.4203;0;16.025;13.9161;
422;29.6672;3.2e-05;15.0981;13.8023;
423;30.0581;0;15.3012;14.2979;
424;28.9582;3.2e-05;14.2314;13.8517;
425;28.8218;0;15.0157;13.1818;
426;34.0661;0;16.7454;16.2647;
427;29.8887;0;15.2355;13.915;
428;30.4761;0;15.2755;14.4314;
429;31.3402;0;15.5878;14.5768;
430;33.423;0;15.1924;17.1178;
431;28.9562;0;14.9677;12.3227;
432;29.358;0;15.9454;12.6516;
433;31.1447;3.2e-05;15.5506;14.6256;
434;30.975;3.2e-05;15.8729;14.1056;
435;39.588;0;27.1534;11.3893;
436;29.865;0;15.3254;13.3439;
437;30.2099;3.2e-05;15.861;12.9648;
438;29.9825;3.2e-05;15.8636;13.3445;
439;30.9859;0;16.0729;14.1531;
440;30.3262;0;15.5075;14.5036;
441;30.5616;0;15.3269;14.7441;
442;29.999;0;15.2779;13.7759;
443;30.5708;3.2e-05;15.4982;14.3084;
444;29.0651;0;14.5239;13.6692;
445;33.372;0;17.2973;14.8086;
446;31.0807;3.2e-05;15.6608;14.3874;
447;30.65;3.2e-05;15.1076;14.6108;
448;30.6884;0;15.7577;13.6761;
449;30.4957;3.2e-05;15.7478;13.2563;
450;30.3208;0;14.7516;14.526;
451;31.0463;0;16.4855;13.4129;
452;30.8676;0;15.8922;13.8009;
453;31.1377;0;16.1302;13.8079;
454;31.3873;0;15.5635;14.5517;
455;30.8518;0;15.4764;14.2024;
456;30.4507;0;15.1247;14.3613;
457;31.9789;3.2e-05;16.3025;14.4992;
458;29.8927;0;15.5143;13.2449;
459;28.1683;3.2e-05;14.4573;12.458;
460;27.6095;0;14.3146;12.4481;
461;29.9371;0;15.0881;13.3978;
462;29.9702;3.2e-05;15.0225;13.834;
463;31.9293;0;16.8206;14.3247;
464;36.2723;3.2e-05;15.2853;20.71;
465;29.8149;0;15.3018;13.5218;
466;30.5707;3.2e-05;15.5095;14.0137;
467;28.6896;0;14.5466;12.9474;
468;30.6177;0;15.1274;14.5042;
469;32.3465;0;16.3219;14.3235;
470;30.2156;3.2e-05;14.8059;14.2342;
471;30.3453;3.2e-05;15.7418;13.4391;
472;29.298;0;15.4161;12.5368;
473;29.2092;0;14.9224;13.2048;
474;29.6084;3.2e-05;15.8077;12.9889;
475;30.4374;0;16.1169;13.1745;
476;30.5585;0;15.9452;13.8608;
477;32.9476;0;15.8521;15.7908;
478;32.1624;3.2e-05;16.5353;14.3723;
479;29.8932;0;15.1309;13.9744;
480;30.923;0;15.9604;14.2108;
481;34.5291;3.2e-05;19.3663;14.1321;
482;29.1332;0;15.1551;12.7262;
483;30.9496;0;16.0714;13.8203;
484;30.4738;0;15.7421;13.9833;
485;31.104;0;15.6602;14.8209;
486;30.9799;0;15.3051;14.6217;
487;33.815;0;17.8574;15.1186;
488;30.1048;0;15.1814;14.0898;
489;30.4582;3.2e-05;15.5783;14.1397;
490;30.5348;0;15.6059;13.7237;
491;30.6919;0;14.8983;14.619;
492;30.2384;0;15.3349;13.6364;
493;35.532;3.2e-05;16.8354;18.4807;
494;30.4798;0;15.3297;14.3584;
495;29.02;0;14.7485;13.5936;
496;30.5262;3.2e-05;15.1517;13.891;
497;30.4155;0;15.4329;13.72;
498;30.8959;0;15.7839;14.3549;
499;30.4614;0;16.5701;13.0453;
500;29.8928;0;15.1126;13.9715;
501;30.8008;3.2e-05;15.2008;14.3475;
502;29.6102;0;15.0472;13.4388;
503;28.7683;0;14.5125;13.2625;
504;30.6144;0;15.7458;13.9423;
505;31.1983;3.2e-05;16.0921;13.9526;
506;28.8549;3.2e-05;14.5595;13.118;
507;28.4734;3.2e-05;14.4748;13.0277;
508;29.7728;0;15.6016;13.4219;
509;28.4595;0;14.4449;12.7843;
510;27.5147;0;13.8531;12.6685;
511;30.2831;0;15.353;13.9761;
512;30.9412;3.2e-05;15.3556;14.6612;
513;30.4611;0;16.1059;12.7804;
514;29.6795;0;15.7432;13.0054;
515;30.5223;3.2e-05;15.7677;14.2675;
516;31.4508;0;15.392;15.196;
517;29.307;0;15.2566;13.2575;
518;32.5406;3.2e-05;17.4979;13.9646;
519;30.2993;0;15.4087;13.6992;
520;29.4634;0;15.2245;13.4778;
521;30.5249;0;15.461;13.8355;
522;30.2193;3.2e-05;15.23;13.8084;
523;30.1246;0;14.9858;13.9539;
524;33.1472;0;17.4716;14.636;
525;28.4713;3.2e-05;13.9519;13.4131;
526;29.702;0;15.455;13.3031;
527;27.866;0;14.5137;12.4487;
528;30.7952;0;15.8689;13.4258;
529;29.8719;0;15.6109;13.5511;
530;33.5639;0;17.9373;14.939;
531;29.7276;3.2e-05;15.219;13.7621;
532;31.1573;0;15.8443;13.7162;
533;30.4285;0;15.6868;13.5971;
534;30.5699;0;15.5919;13.7585;
535;30.9923;3.2e-05;15.1531;14.6509;
536;30.9805;0;15.8594;13.9057;
537;30.0782;0;14.6887;14.2027;
538;30.2035;0;16.0071;13.1425;
539;27.7256;3.2e-05;14.1226;12.3917;
540;29.399;3.2e-05;14.9133;13.2887;
541;29.4029;0;15.4177;12.7111;
542;29.3694;0;14.9607;13.3122;
543;31.1845;0;16.5634;13.2618;
544;30.739;3.2e-05;16.6488;13.4782;
545;32.1465;3.2e-05;16.0825;14.7276;
546;30.2219;3.2e-05;15.3456;13.6429;
547;29.0879;0;15.0408;13.0047;
548;30.7663;0;15.626;13.888;
549;33.1507;0;17.3733;14.7625;
550;34.167;3.2e-05;18.5323;14.0042;
551;31.934;3.2e-05;15.8638;15.1081;
552;30.3792;0;15.9612;13.9333;
553;28.7097;3.2e-05;14.3816;13.9383;
554;30.0342;3.2e-05;14.839;14.3955;
555;31.544;3.2e-05;16.7103;13.7412;
556;31.0858;0;16.2409;14.1787;
557;31.052;0;15.8684;13.7674;
558;30.484;0;15.549;13.9201;
559;31.0696;0;15.2461;14.5649;
560;29.5563;0;15.3977;13.1295;
561;36.6476;0;17.273;18.1345;
562;29.4589;0;15.2034;13.4772;
563;29.3703;0;15.087;13.5804;
564;30.617;3.2e-05;15.9183;13.9123;
565;30.5586;0;15.704;13.8876;
566;30.4967;0;15.6498;14.276;
567;30.877;0;16.2644;13.9448;
568;31.4497;0;15.3721;14.3556;
569;30.2049;0;14.9139;14.1011;
570;30.3306;0;15.5965;13.9251;
571;30.9572;3.2e-05;15.8762;13.9232;
572;30.8819;3.2e-05;15.3135;14.359;
573;32.2556;0;15.5889;15.876;
574;30.4752;0;15.9689;13.6673;
575;29.5693;3.2e-05;15.3172;13.4013;
576;28.9746;0;14.6642;13.6019;
577;29.0438;0;14.8474;13.0962;
578;29.9021;3.2e-05;15.6372;13.3439;
579;32.2013;3.2e-05;16.2498;14.7631;
580;29.9943;3.2e-05;15.25;13.6028;
581;30.5932;0;15.2789;14.2329;
